Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Roberta Lloyd,DEM Damon Crenshaw,Totals
"Judge, County Court at Law No. 4",0699,568,414,982,2343,41.91%,642,274,916
"Judge, County Court at Law No. 4",0700,255,251,506,1371,36.91%,422,59,481
"Judge, County Court at Law No. 4",0701,56,43,99,588,16.84%,64,30,94
"Judge, County Court at Law No. 4",0702,64,70,134,539,24.86%,17,115,132
"Judge, County Court at Law No. 4",0703,372,490,862,1882,45.80%,619,203,822
"Judge, County Court at Law No. 4",0704,569,599,1168,3064,38.12%,946,168,1114
"Judge, County Court at Law No. 4",0705,114,113,227,1523,14.90%,31,188,219
"Judge, County Court at Law No. 4",0706,115,71,186,610,30.49%,93,82,175
"Judge, County Court at Law No. 4",0707,153,86,239,707,33.80%,153,71,224
"Judge, County Court at Law No. 4",0708,54,52,106,563,18.83%,51,47,98
"Judge, County Court at Law No. 4",0709,1375,947,2322,6848,33.91%,1425,831,2256
"Judge, County Court at Law No. 4",0710,371,462,833,2082,40.01%,442,323,765
"Judge, County Court at Law No. 4",0711,702,506,1208,3484,34.67%,726,409,1135
"Judge, County Court at Law No. 4",0712,491,463,954,3670,25.99%,415,519,934
"Judge, County Court at Law No. 4",0713,228,262,490,1907,25.69%,245,219,464
"Judge, County Court at Law No. 4",0714,36,19,55,296,18.58%,36,17,53
"Judge, County Court at Law No. 4",0715,176,187,363,1408,25.78%,207,136,343
"Judge, County Court at Law No. 4",0716,449,407,856,2680,31.94%,608,227,835
"Judge, County Court at Law No. 4",0717,373,250,623,2002,31.12%,75,532,607
"Judge, County Court at Law No. 4",0718,1017,806,1823,4229,43.11%,1266,449,1715
"Judge, County Court at Law No. 4",0719,247,137,384,1589,24.17%,232,134,366
"Judge, County Court at Law No. 4",0720,994,780,1774,4282,41.43%,1339,370,1709
"Judge, County Court at Law No. 4",0721,754,532,1286,2870,44.81%,832,383,1215
"Judge, County Court at Law No. 4",0722,871,494,1365,4479,30.48%,104,1217,1321
"Judge, County Court at Law No. 4",0723,401,202,603,1858,32.45%,129,450,579
"Judge, County Court at Law No. 4",0724,151,128,279,766,36.42%,207,59,266
"Judge, County Court at Law No. 4",0725,423,237,660,2237,29.50%,309,328,637
"Judge, County Court at Law No. 4",0726,592,402,994,2087,47.63%,875,93,968
"Judge, County Court at Law No. 4",0727,338,290,628,2488,25.24%,203,387,590
"Judge, County Court at Law No. 4",0728,209,151,360,880,40.91%,221,118,339
"Judge, County Court at Law No. 4",0729,136,59,195,464,42.03%,122,67,189
"Judge, County Court at Law No. 4",0730,428,359,787,1747,45.05%,507,233,740
"Judge, County Court at Law No. 4",0731,58,27,85,352,24.15%,26,57,83
"Judge, County Court at Law No. 4",0732,441,324,765,1924,39.76%,478,242,720
"Judge, County Court at Law No. 4",0733,13,7,20,215,9.30%,8,10,18
"Judge, County Court at Law No. 4",0734,1558,962,2520,7005,35.97%,1745,699,2444
"Judge, County Court at Law No. 4",0735,8,0,6,18,33.33%,6,0,6
"Judge, County Court at Law No. 4",0736,3,1,4,22,18.18%,0,3,3
"Judge, County Court at Law No. 4",0737,11,7,18,51,35.29%,13,5,18
"Judge, County Court at Law No. 4",0738,139,100,239,1361,17.56%,47,183,230
"Judge, County Court at Law No. 4",0739,353,301,654,2955,22.13%,341,285,626
"Judge, County Court at Law No. 4",0740,96,98,194,939,20.66%,130,56,186
"Judge, County Court at Law No. 4",0741,0,1,1,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0742,0,11,11,0,0.00%,6,5,11
"Judge, County Court at Law No. 4",0743,15,18,33,210,15.71%,19,12,31
"Judge, County Court at Law No. 4",0744,456,392,848,2027,41.84%,547,253,800
"Judge, County Court at Law No. 4",0745,683,372,1055,2494,42.30%,645,353,998
"Judge, County Court at Law No. 4",0746,114,77,191,691,27.64%,89,98,187
"Judge, County Court at Law No. 4",0747,550,467,1017,3743,27.17%,512,475,987
"Judge, County Court at Law No. 4",0748,170,140,310,1403,22.10%,166,134,300
"Judge, County Court at Law No. 4",0749,30,17,47,377,12.47%,8,37,45
"Judge, County Court at Law No. 4",0750,111,96,207,767,26.99%,126,77,203
"Judge, County Court at Law No. 4",0751,925,964,1889,5084,37.16%,1256,552,1808
"Judge, County Court at Law No. 4",0752,286,200,486,1483,32.77%,372,94,466
"Judge, County Court at Law No. 4",0753,55,73,128,259,49.42%,79,42,121
"Judge, County Court at Law No. 4",0754,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0755,442,584,1026,4294,23.89%,460,520,980
"Judge, County Court at Law No. 4",0756,251,177,428,1600,26.75%,173,236,409
"Judge, County Court at Law No. 4",0757,520,508,1028,4035,25.48%,190,799,989
"Judge, County Court at Law No. 4",0758,1114,692,1806,4096,44.09%,1453,292,1745
"Judge, County Court at Law No. 4",0759,465,413,878,2730,32.16%,565,277,842
"Judge, County Court at Law No. 4",0760,1432,639,2071,4367,47.42%,1707,272,1979
"Judge, County Court at Law No. 4",0761,548,253,801,1550,51.68%,548,199,747
"Judge, County Court at Law No. 4",0762,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0763,108,146,254,1212,20.96%,109,133,242
"Judge, County Court at Law No. 4",0764,1133,774,1907,5217,36.55%,1207,635,1842
"Judge, County Court at Law No. 4",0765,647,426,1073,4055,26.46%,449,568,1017
"Judge, County Court at Law No. 4",0766,40,25,65,392,16.58%,16,42,58
"Judge, County Court at Law No. 4",0767,10,2,12,86,13.95%,6,6,12
"Judge, County Court at Law No. 4",0768,1359,1015,2374,5857,40.53%,1947,360,2307
"Judge, County Court at Law No. 4",0769,54,16,70,183,38.25%,3,66,69
"Judge, County Court at Law No. 4",0770,31,25,56,323,17.34%,28,24,52
"Judge, County Court at Law No. 4",0771,324,254,578,2426,23.83%,342,216,558
"Judge, County Court at Law No. 4",0772,1792,851,2643,5709,46.30%,2015,505,2520
"Judge, County Court at Law No. 4",0773,473,312,785,2918,26.90%,228,496,724
"Judge, County Court at Law No. 4",0774,30,41,71,378,18.78%,15,54,69
"Judge, County Court at Law No. 4",0775,18,3,21,92,22.83%,0,21,21
"Judge, County Court at Law No. 4",0776,551,496,1047,3053,34.29%,617,383,1000
"Judge, County Court at Law No. 4",0777,46,40,86,652,13.19%,32,52,84
"Judge, County Court at Law No. 4",0778,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0779,64,51,115,940,12.23%,44,66,110
"Judge, County Court at Law No. 4",0780,63,59,122,595,20.50%,70,46,116
"Judge, County Court at Law No. 4",0781,666,273,939,3603,26.06%,445,400,845
"Judge, County Court at Law No. 4",0782,368,370,738,2236,33.01%,468,239,707
"Judge, County Court at Law No. 4",0783,49,13,62,294,21.09%,46,14,60
"Judge, County Court at Law No. 4",0784,208,128,336,1079,31.14%,7,313,320
"Judge, County Court at Law No. 4",0785,28,25,53,296,17.91%,28,25,53
"Judge, County Court at Law No. 4",0786,100,98,198,1251,15.83%,77,112,189
"Judge, County Court at Law No. 4",0787,46,52,98,488,20.08%,35,59,94
"Judge, County Court at Law No. 4",0788,74,32,106,454,23.35%,52,52,104
"Judge, County Court at Law No. 4",0789,0,3,3,3,100.00%,0,3,3
"Judge, County Court at Law No. 4",0790,0,0,0,3,0.00%,0,0,0
"Judge, County Court at Law No. 4",0791,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0792,269,239,508,1865,27.24%,121,363,484
"Judge, County Court at Law No. 4",0793,448,247,695,2484,27.98%,417,254,671
"Judge, County Court at Law No. 4",0794,124,144,268,2710,9.89%,38,223,261
"Judge, County Court at Law No. 4",0795,90,125,215,1217,17.67%,78,126,204
"Judge, County Court at Law No. 4",0796,83,51,134,476,28.15%,74,54,128
"Judge, County Court at Law No. 4",0797,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0798,99,111,210,500,42.00%,83,116,199
"Judge, County Court at Law No. 4",0799,28,15,43,161,26.71%,9,34,43
"Judge, County Court at Law No. 4",0800,588,642,1230,2932,41.95%,838,329,1167
"Judge, County Court at Law No. 4",0801,32,14,46,258,17.83%,16,27,43
"Judge, County Court at Law No. 4",0802,51,27,78,312,25.00%,14,62,76
"Judge, County Court at Law No. 4",0803,725,511,1236,2893,42.72%,907,283,1190
"Judge, County Court at Law No. 4",0804,932,591,1523,4768,31.94%,969,506,1475
"Judge, County Court at Law No. 4",0805,765,533,1298,2866,45.29%,1045,208,1253
"Judge, County Court at Law No. 4",0806,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0807,211,204,415,2028,20.46%,97,297,394
"Judge, County Court at Law No. 4",0808,12,17,29,131,22.14%,9,19,28
"Judge, County Court at Law No. 4",0809,7,6,13,92,14.13%,5,6,11
"Judge, County Court at Law No. 4",0810,9,16,25,211,11.85%,7,17,24
"Judge, County Court at Law No. 4",0811,29,50,79,270,29.26%,28,49,77
"Judge, County Court at Law No. 4",0812,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0813,938,761,1699,5807,29.26%,860,786,1646
"Judge, County Court at Law No. 4",0814,673,533,1206,5102,23.64%,312,856,1168
"Judge, County Court at Law No. 4",0815,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0816,10,0,10,73,13.70%,3,7,10
"Judge, County Court at Law No. 4",0817,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0818,86,39,125,616,20.29%,29,93,122
"Judge, County Court at Law No. 4",0819,64,30,94,240,39.17%,52,29,81
"Judge, County Court at Law No. 4",0820,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0821,124,120,244,1242,19.65%,37,199,236
"Judge, County Court at Law No. 4",0822,332,167,499,1535,32.51%,13,469,482
"Judge, County Court at Law No. 4",0823,821,564,1385,5087,27.23%,809,527,1336
"Judge, County Court at Law No. 4",0824,428,282,710,2700,26.30%,163,526,689
"Judge, County Court at Law No. 4",0825,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0826,73,50,123,358,34.36%,55,57,112
"Judge, County Court at Law No. 4",0827,60,98,158,979,16.14%,78,75,153
"Judge, County Court at Law No. 4",0828,541,388,929,1916,48.49%,731,150,881
"Judge, County Court at Law No. 4",0829,54,22,76,264,28.79%,18,57,75
"Judge, County Court at Law No. 4",0830,0,0,0,2,0.00%,0,0,0
"Judge, County Court at Law No. 4",0831,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0832,34,28,62,352,17.61%,16,43,59
"Judge, County Court at Law No. 4",0833,0,1,1,20,5.00%,0,1,1
"Judge, County Court at Law No. 4",0834,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0835,38,19,57,290,19.66%,14,39,53
"Judge, County Court at Law No. 4",0836,3,0,3,19,15.79%,1,2,3
"Judge, County Court at Law No. 4",0837,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0838,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0839,136,118,254,1128,22.52%,55,188,243
"Judge, County Court at Law No. 4",0840,381,174,555,1705,32.55%,194,348,542
"Judge, County Court at Law No. 4",0841,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0842,421,434,855,3259,26.24%,402,418,820
"Judge, County Court at Law No. 4",0843,0,1,1,0,0.00%,0,1,1
"Judge, County Court at Law No. 4",0844,1,0,1,11,9.09%,0,1,1
"Judge, County Court at Law No. 4",0845,54,9,63,134,47.01%,39,21,60
"Judge, County Court at Law No. 4",0846,23,24,47,229,20.52%,2,42,44
"Judge, County Court at Law No. 4",0847,305,211,516,2015,25.61%,142,358,500
"Judge, County Court at Law No. 4",0848,489,266,755,1856,40.68%,221,499,720
"Judge, County Court at Law No. 4",0849,201,291,492,2124,23.16%,196,276,472
"Judge, County Court at Law No. 4",0850,46,41,87,210,41.43%,31,54,85
"Judge, County Court at Law No. 4",0851,1029,657,1686,4709,35.80%,1147,469,1616
"Judge, County Court at Law No. 4",0852,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",0853,575,620,1296,2882,44.97%,993,246,1239
"Judge, County Court at Law No. 4",0854,15,26,41,172,23.84%,6,33,39
"Judge, County Court at Law No. 4",0855,5,9,14,16,87.50%,5,8,13
"Judge, County Court at Law No. 4",0856,0,1,1,0,0.00%,0,1,1
"Judge, County Court at Law No. 4",0857,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",0858,63,34,97,343,28.28%,3,90,93
"Judge, County Court at Law No. 4",0859,157,106,263,890,29.55%,71,185,256
"Judge, County Court at Law No. 4",0860,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0861,315,199,514,1842,27.90%,86,410,496
"Judge, County Court at Law No. 4",0862,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0863,101,54,155,584,26.54%,7,147,154
"Judge, County Court at Law No. 4",0864,193,299,492,2569,19.15%,144,324,468
"Judge, County Court at Law No. 4",0865,2,3,5,21,23.81%,0,5,5
"Judge, County Court at Law No. 4",0866,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0867,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0868,236,271,507,2326,21.80%,167,322,489
"Judge, County Court at Law No. 4",0869,53,39,92,470,19.57%,22,68,90
"Judge, County Court at Law No. 4",0870,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0871,1,0,1,3,33.33%,0,1,1
"Judge, County Court at Law No. 4",0872,5,3,8,59,13.56%,4,4,8
"Judge, County Court at Law No. 4",0873,98,75,173,737,23.4,7%,43,125,168
"Judge, County Court at Law No. 4",0874,763,707,1470,3223,45.61%,1090,315,1405
"Judge, County Court at Law No. 4",0875,904,527,1431,5147,27.80%,704,680,1384
"Judge, County Court at Law No. 4",0876,698,641,1339,3265,41.01%,1029,264,1293
"Judge, County Court at Law No. 4",0877,476,382,858,3032,28.30%,355,482,837
"Judge, County Court at Law No. 4",0878,427,354,781,1666,46.88%,643,113,756
"Judge, County Court at Law No. 4",0879,407,294,701,2667,26.28%,367,297,664
"Judge, County Court at Law No. 4",0880,543,447,990,2352,42.09%,793,161,954
"Judge, County Court at Law No. 4",0881,593,540,1133,4479,25.30%,399,704,1103
"Judge, County Court at Law No. 4",0882,426,291,717,2422,29.60%,437,254,691
"Judge, County Court at Law No. 4",0883,643,702,1345,5408,24.87%,248,1057,1305
"Judge, County Court at Law No. 4",0884,57,25,82,377,21.75%,9,70,79
"Judge, County Court at Law No. 4",0885,562,368,930,2619,35.51%,551,356,907
"Judge, County Court at Law No. 4",0886,128,108,236,675,34.96%,132,89,221
"Judge, County Court at Law No. 4",0887,50,67,117,418,27.99%,57,50,107
"Judge, County Court at Law No. 4",0888,0,3,3,0,0.00%,2,1,3
"Judge, County Court at Law No. 4",0889,14,0,14,57,24.56%,5,8,13
"Judge, County Court at Law No. 4",0890,164,103,267,1095,24.38%,81,163,244
"Judge, County Court at Law No. 4",0891,317,243,560,1331,42.07%,203,314,517
"Judge, County Court at Law No. 4",0892,115,86,201,808,24.88%,75,114,189
"Judge, County Court at Law No. 4",0893,0,2,2,6,33.33%,0,2,2
"Judge, County Court at Law No. 4",0894,0,3,3,0,0.00%,2,1,3
"Judge, County Court at Law No. 4",0895,156,286,442,793,55.74%,161,232,393
"Judge, County Court at Law No. 4",0896,370,297,667,1459,45.72%,233,381,614
"Judge, County Court at Law No. 4",0897,252,297,549,1701,32.28%,322,208,530
"Judge, County Court at Law No. 4",0898,0,0,0,3,0.00%,0,0,0
"Judge, County Court at Law No. 4",0899,2,0,2,8,25.00%,0,2,2
"Judge, County Court at Law No. 4",0900,0,2,2,10,20.00%,1,1,2
"Judge, County Court at Law No. 4",0901,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0902,394,486,880,2139,41.14%,469,351,820
"Judge, County Court at Law No. 4",0903,3,7,10,50,20.00%,2,6,8
"Judge, County Court at Law No. 4",0904,1,0,1,7,14.29%,1,0,1
"Judge, County Court at Law No. 4",0905,123,100,223,904,24.67%,99,111,210
"Judge, County Court at Law No. 4",0906,8,6,14,25,56.00%,7,6,13
"Judge, County Court at Law No. 4",0907,12,19,31,181,17.13%,6,25,31
"Judge, County Court at Law No. 4",0908,0,1,1,0,0.00%,0,1,1
"Judge, County Court at Law No. 4",0909,2,1,3,18,16.67%,0,3,3
"Judge, County Court at Law No. 4",0910,25,24,49,217,22.58%,19,27,46
"Judge, County Court at Law No. 4",0911,118,60,178,551,32.30%,121,50,171
"Judge, County Court at Law No. 4",0912,316,201,517,1273,40.61%,337,151,488
"Judge, County Court at Law No. 4",0913,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0914,169,179,348,701,49.64%,275,58,333
"Judge, County Court at Law No. 4",0915,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0916,417,240,657,1491,44.06%,528,109,637
"Judge, County Court at Law No. 4",0917,177,62,239,483,49.48%,154,68,222
"Judge, County Court at Law No. 4",0918,304,168,472,883,53.45%,354,93,447
"Judge, County Court at Law No. 4",0919,0,0,0,3,0.00%,0,0,0
"Judge, County Court at Law No. 4",0920,22,12,34,71,47.89%,23,10,33
"Judge, County Court at Law No. 4",0921,32,15,47,119,39.50%,33,13,46
"Judge, County Court at Law No. 4",0922,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0923,470,137,607,1511,40.17%,459,128,587
"Judge, County Court at Law No. 4",0924,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0925,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0926,171,128,299,796,37.56%,223,64,287
"Judge, County Court at Law No. 4",0927,44,30,74,270,27.41%,29,38,67
"Judge, County Court at Law No. 4",0928,3,0,3,8,37.50%,0,3,3
"Judge, County Court at Law No. 4",0929,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0930,109,54,163,584,27.91%,6,154,160
"Judge, County Court at Law No. 4",0931,30,40,70,130,53.85%,30,31,61
"Judge, County Court at Law No. 4",0932,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0933,115,85,200,627,31.90%,56,136,192
"Judge, County Court at Law No. 4",0934,2,0,2,63,3.17%,1,1,2
"Judge, County Court at Law No. 4",0935,3,2,5,54,9.26%,2,2,4
"Judge, County Court at Law No. 4",0936,s,2,10,81,12.35%,3,6,9
"Judge, County Court at Law No. 4",0937,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0938,30,14,44,231,19.05%,11,32,43
"Judge, County Court at Law No. 4",0939,0,0,0,2,0.00%,0,0,0
"Judge, County Court at Law No. 4",0940,0,0,0,10,0.00%,0,0,0
"Judge, County Court at Law No. 4",0941,9,10,19,25,76.00%,17,2,19
"Judge, County Court at Law No. 4",0942,53,27,80,156,51.28%,65,12,77
"Judge, County Court at Law No. 4",0943,164,80,244,547,44.61%,162,66,228
"Judge, County Court at Law No. 4",0944,20,4,24,45,53.33%,18,1,19
"Judge, County Court at Law No. 4",0945,1,2,3,17,17.65%,1,2,3
"Judge, County Court at Law No. 4",0946,0,1,1,13,7.69%,0,1,1
"Judge, County Court at Law No. 4",0947,177,246,423,799,52.94%,212,185,397
"Judge, County Court at Law No. 4",0948,0,14,14,1,1400.00%,8,3,11
"Judge, County Court at Law No. 4",0949,34,27,61,193,31.61%,34,27,61
"Judge, County Court at Law No. 4",0950,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",0951,33,30,63,277,22.74%,17,45,62
"Judge, County Court at Law No. 4",0952,16,15,31,71,43.66%,16,13,29
"Judge, County Court at Law No. 4",0953,18,9,27,275,9.82%,4,22,26
"Judge, County Court at Law No. 4",0954,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",0955,3,2,5,19,26.32%,4,1,5
"Judge, County Court at Law No. 4",0956,2,4,6,11,54.55%,2,4,6
"Judge, County Court at Law No. 4",0957,97,95,192,562,34.16%,23,166,189
"Judge, County Court at Law No. 4",0958,81,129,210,1081,19.43%,53,150,203
"Judge, County Court at Law No. 4",0959,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0960,196,157,353,976,36.17%,72,269,341
"Judge, County Court at Law No. 4",0961,15,0,16,56,28.57%,0,16,16
"Judge, County Court at Law No. 4",0962,10,17,27,88,30.68%,3,24,27
"Judge, County Court at Law No. 4",0963,54,41,105,426,24.65%,59,42,101
"Judge, County Court at Law No. 4",0964,568,437,1005,2372,42.37%,614,355,969
"Judge, County Court at Law No. 4",0965,31,21,52,343,15.16%,27,24,51
"Judge, County Court at Law No. 4",0966,129,83,212,1148,18.47%,76,131,207
"Judge, County Court at Law No. 4",0967,15,48,63,165,38.18%,19,43,62
"Judge, County Court at Law No. 4",0968,119,30,149,692,21.53%,30,117,147
"Judge, County Court at Law No. 4",0969,156,73,229,604,37.91%,0,226,226
"Judge, County Court at Law No. 4",0970,83,36,119,731,16.28%,17,99,116
"Judge, County Court at Law No. 4",0971,11,8,19,147,12.93%,1,16,17
"Judge, County Court at Law No. 4",09726,8,14,31,45.16%,13,0,13
"Judge, County Court at Law No. 4",0973,24,19,43,111,38.74%,20,19,39
"Judge, County Court at Law No. 4",0974,57,36,93,299,31.10%,59,31,90
"Judge, County Court at Law No. 4",0975,55,30,85,193,44.04%,38,40,78
"Judge, County Court at Law No. 4",0976,58,62,130,683,19.03%,86,41,127
"Judge, County Court at Law No. 4",0977,50,43,93,572,16.26%,42,50,92
"Judge, County Court at Law No. 4",0978,77,79,156,546,28.57%,29,123,152
"Judge, County Court at Law No. 4",0979,2,6,8,27,29.63%,4,3,7
"Judge, County Court at Law No. 4",0980,280,321,601,1389,43.27%,444,125,569
"Judge, County Court at Law No. 4",0981,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",0982,312,312,624,1567,39.82%,508,90,598
"Judge, County Court at Law No. 4",0983,11,21,32,161,19.88%,19,12,31
"Judge, County Court at Law No. 4",0984,18,9,27,192,14.06%,4,22,26
"Judge, County Court at Law No. 4",0985,117,63,180,351,51.28%,97,72,169
"Judge, County Court at Law No. 4",0986,43,30,73,463,15.77%,12,60,72
"Judge, County Court at Law No. 4",0987,231,90,321,1155,27.79%,28,285,313
"Judge, County Court at Law No. 4",0988,24,12,36,123,29.27%,33,3,36
"Judge, County Court at Law No. 4",09896,6,12,43,27.91%,8,4,12
"Judge, County Court at Law No. 4",0990,16,1,17,140,12.14%,8,8,16
"Judge, County Court at Law No. 4",0991,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",0992,157,107,264,1048,25.19%,146,106,252
"Judge, County Court at Law No. 4",0993,169,101,270,568,47.54%,219,42,261
"Judge, County Court at Law No. 4",0994,5,5,11,25,44.00%,2,9,11
"Judge, County Court at Law No. 4",0995,295,156,451,1393,32.38%,28,413,441
"Judge, County Court at Law No. 4",0996,135,140,275,694,39.63%,161,93,254
"Judge, County Court at Law No. 4",0997,101,163,264,1656,15.94%,60,200,260
"Judge, County Court at Law No. 4",0998,5,1,6,57,10.53%,3,3,6
"Judge, County Court at Law No. 4",0999,17,10,27,68,39.71%,23,3,26
"Judge, County Court at Law No. 4",1000,42,6,48,405,11.85%,12,35,47
"Judge, County Court at Law No. 4",1001,228,136,364,1565,23.26%,93,254,347
"Judge, County Court at Law No. 4",1002,170,139,309,1744,17.72%,55,238,293
"Judge, County Court at Law No. 4",1003,1,0,1,0,0.00%,1,0,1
"Judge, County Court at Law No. 4",1004,111,139,250,654,38.23%,121,104,225
"Judge, County Court at Law No. 4",1005,0,8,8,0,0.00%,3,4,7
"Judge, County Court at Law No. 4",1006,1,0,1,5,20.00%,1,0,1
"Judge, County Court at Law No. 4",1007,208,188,396,1547,25.60%,99,281,380
"Judge, County Court at Law No. 4",1008,32,12,44,151,29.14%,33,8,41
"Judge, County Court at Law No. 4",1009,0,0,0,9,0.00%,0,0,0
"Judge, County Court at Law No. 4",1010,59,35,94,459,20.48%,16,76,92
"Judge, County Court at Law No. 4",1011,8,1,9,26,34.62%,3,4,7
"Judge, County Court at Law No. 4",1012,134,201,335,1365,24.54%,103,222,325
"Judge, County Court at Law No. 4",1013,0,6,6,58,10.34%,4,2,6
"Judge, County Court at Law No. 4",1014,4,6,10,31,32.26%,1,9,10
"Judge, County Court at Law No. 4",1015,5,4,9,25,36.00%,3,5,8
"Judge, County Court at Law No. 4",1016,252,212,464,1691,27.44%,228,217,445
"Judge, County Court at Law No. 4",1017,61,44,105,330,31.82%,32,71,103
"Judge, County Court at Law No. 4",1018,93,64,157,494,31.78%,71,82,153
"Judge, County Court at Law No. 4",1019,130,107,237,1456,16.28%,11,222,233
"Judge, County Court at Law No. 4",1020,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",1021,0,0,0,2,0.00%,0,0,0
"Judge, County Court at Law No. 4",1022,97,79,176,441,39.91%,132,33,165
"Judge, County Court at Law No. 4",1023,430,315,745,2026,36.77%,523,194,717
"Judge, County Court at Law No. 4",1024,55,61,116,249,46.59%,61,45,106
"Judge, County Court at Law No. 4",1025,0,1,1,14,7.14%,1,0,1
"Judge, County Court at Law No. 4",1026,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1027,1,0,1,8,12.50%,0,1,1
"Judge, County Court at Law No. 4",1028,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1029,537,719,1256,2927,42.91%,982,222,1204
"Judge, County Court at Law No. 4",1030,231,151,382,785,48.66%,330,45,375
"Judge, County Court at Law No. 4",1031,59,71,130,792,16.41%,36,87,123
"Judge, County Court at Law No. 4",1032,31,25,56,244,22.95%,35,17,52
"Judge, County Court at Law No. 4",1033,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1034,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1035,2,4,6,138,4.35%,1,4,5
"Judge, County Court at Law No. 4",1036,65,24,89,449,19.82%,73,14,87
"Judge, County Court at Law No. 4",1037,19,11,30,76,39.47%,17,11,28
"Judge, County Court at Law No. 4",1038,62,6,68,327,20.80%,9,55,64
"Judge, County Court at Law No. 4",1039,2,0,2,25,8.00%,0,2,2
"Judge, County Court at Law No. 4",1040,91,66,157,771,20.36%,72,79,151
"Judge, County Court at Law No. 4",1041,0,2,2,0,0.00%,1,1,2
"Judge, County Court at Law No. 4",1042,105,67,172,521,33.01%,52,112,164
"Judge, County Court at Law No. 4",1043,6,6,12,33,36.36%,3,9,12
"Judge, County Court at Law No. 4",1044,16,6,22,55,40.00%,7,14,21
"Judge, County Court at Law No. 4",1045,197,173,370,1788,20.69%,53,305,358
"Judge, County Court at Law No. 4",1046,11,5,16,62,25.81%,1,15,16
"Judge, County Court at Law No. 4",1047,255,186,441,1568,28.13%,163,266,429
"Judge, County Court at Law No. 4",1048,1,0,1,17,5.88%,1,0,1
"Judge, County Court at Law No. 4",1049,14,45,59,290,20.34%,21,36,57
"Judge, County Court at Law No. 4",1050,60,63,123,537,22.91%,34,85,119
"Judge, County Court at Law No. 4",1051,0,31,31,0,0.00%,17,12,29
"Judge, County Court at Law No. 4",1052,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1053,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1054,0,0,0,1,0.00%,0,0,0
"Judge, County Court at Law No. 4",1055,0,0,0,0,0.00%,0,0,0
"Judge, County Court at Law No. 4",1056,4,2,6,8,75.00%,1,5,6
"Judge, County Court at Law No. 4",1057,7,9,16,118,13.56%,3,12,15
"Judge, County Court at Law No. 4",1058,241,285,526,1243,42.32%,105,410,515
