Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0782,368,370,738,2236,33.01%,462,145,607
PROPOSITION 1,0783,49,13,62,294,21.09%,38,8,46
PROPOSITION 1,0784,208,128,336,1079,31.14%,159,48,207
PROPOSITION 1,0785,28,25,53,296,17.91%,38,9,47
PROPOSITION 1,0786,100,98,198,1251,15.83%,132,32,164
PROPOSITION 1,0787,48,52,98,488,20.08%,51,28,79
PROPOSITION 1,0788,74,32,106,454,23.35%,60,26,86
PROPOSITION 1,0789,0,3,3,3,100.00%,2,0,2
PROPOSITION 1,0790,0,0,0,3,0.00%,0,0,0
PROPOSITION 1,0791,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0792,269,239,508,1865,27.24%,322,51,373
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0793,448,247,695,2484,27.98%,447,113,560
PROPOSITION 1,0794,124,144,268,2710,9.89%,170,32,202
PROPOSITION 1,0795,90,125,215,1217,17.67%,126,47,173
PROPOSITION 1,0796,83,51,134,476,28.15%,87,20,107
PROPOSITION 1,0797,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0798,99,111,210,500,42.00%,142,36,178
PROPOSITION 1,0799,28,15,43,161,26.71%,32,4,36
PROPOSITION 1,0800,588,642,1230,2932,41.95%,800,208,1008
PROPOSITION 1,0801,32,14,46,258,17.83%,27,8,35
PROPOSITION 1,0802,51,27,78,312,25.00%,57,8,65
PROPOSITION 1,0803,725,511,1236,2893,42.72%,849,189,1038
PROPOSITION 1,0804,933,591,1524,4768,31.96%,992,288,1280
PROPOSITION 1,0805,765,533,1298,2866,45.29%,847,213,1060
PROPOSITION 1,0806,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0807,211,204,415,2028,20.46%,274,58,332
PROPOSITION 1,0808,12,17,29,131,22.14%,16,6,22
PROPOSITION 1,0809,7,6,13,92,14.13%,6,2,8
PROPOSITION 1,0810,9,16,25,211,11.85%,17,4,21
PROPOSITION 1,0811,29,50,79,270,29.26%,50,12,62
PROPOSITION 1,0812,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0813,938,761,1699,5807,29.26%,1118,297,1415
PROPOSITION 1,0814,673,533,1206,5102,23.64%,788,182,970
PROPOSITION 1,0815,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0816,10,0,10,73,13.70%,5,1,6
PROPOSITION 1,0817,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0818,86,39,125,616,20.29%,64,26,90
PROPOSITION 1,0819,64,30,94,240,39.17%,60,21,81
PROPOSITION 1,0820,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0821,124,120,244,1242,19.65%,162,43,205
PROPOSITION 1,0822,332,167,499,1535,32.51%,254,76,330
PROPOSITION 1,0823,821,564,1385,5087,27.23%,915,197,1112
PROPOSITION 1,0824,428,282,710,2700,26.30%,440,117,557
PROPOSITION 1,0825,0,0,0,0,0.00%,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0826,73,50,123,358,34.36%,82,27,109
PROPOSITION 1,0827,60,98,158,979,16.14%,91,33,124
PROPOSITION 1,0828,541,388,929,1916,48.49%,648,120,768
PROPOSITION 1,0829,54,22,76,264,28.79%,53,16,69
PROPOSITION 1,0830,0,0,0,2,0.00%,0,0,0
PROPOSITION 1,0831,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0832,34,28,62,352,17.61%,28,13,41
PROPOSITION 1,0833,0,1,1,20,5.00%,1,0,1
PROPOSITION 1,0834,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0835,38,19,57,290,19.66%,42,11,53
PROPOSITION 1,0836,3,0,3,19,15.79%,2,1,3
PROPOSITION 1,0837,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0838,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0839,136,118,254,1128,22.52%,171,42,213
PROPOSITION 1,0840,381,174,555,1705,32.55%,299,89,388
PROPOSITION 1,0841,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0842,421,434,855,3259,26.24%,575,118,693
PROPOSITION 1,0843,0,1,1,0,0.00%,0,0,0
PROPOSITION 1,0844,1,0,1,11,9.09%,0,0,0
PROPOSITION 1,0845,54,9,63,134,47.01%,43,6,49
PROPOSITION 1,0846,23,24,47,229,20.52%,40,1,41
PROPOSITION 1,0847,306,211,517,2015,25.66%,326,77,403
PROPOSITION 1,0848,489,266,755,1856,40.68%,475,114,589
PROPOSITION 1,0849,201,291,492,2124,23.16%,302,104,406
PROPOSITION 1,0850,45,41,87,210,41.43%,54,19,73
PROPOSITION 1,0851,1029,657,1686,4709,35.80%,1084,250,1334
PROPOSITION 1,0852,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,0853,575,620,1296,2882,44.97%,850,200,1050
PROPOSITION 1,0854,15,26,41,172,23.84%,26,6,32
PROPOSITION 1,0855,5,9,14,16,87.50%,8,2,10
PROPOSITION 1,0856,0,1,1,0,0.00%,1,0,1
PROPOSITION 1,0857,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,0858,63,34,97,343,28.28%,63,10,73
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0859,157,106,263,890,29.55%,146,53,199
PROPOSITION 1,0860,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0861,315,199,514,1842,27.90%,287,64,351
PROPOSITION 1,0862,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0863,101,54,155,584,26.54%,85,30,115
PROPOSITION 1,0864,193,299,492,2569,19.15%,247,65,312
PROPOSITION 1,0865,2,3,5,21,23.81,%,2,0,2
PROPOSITION 1,0866,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0867,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0868,236,271,507,2326,21.80%,283,61,344
PROPOSITION 1,0869,53,39,92,470,19.57%,51,20,71
PROPOSITION 1,0870,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0871,1,0,1,3,33.33%,1,0,1
PROPOSITION 1,0872,5,3,8,59,13.56%,6,1,7
PROPOSITION 1,0873,98,75,173,737,23.4,7%,106,25,131
PROPOSITION 1,0874,764,707,1471,3223,45.64%,993,207,1200
PROPOSITION 1,0875,905,527,1432,5147,27.82%,933,225,1158
PROPOSITION 1,0876,698,641,1339,3265,41.01%,894,163,1057
PROPOSITION 1,0877,476,382,858,3032,28.30%,561,143,704
PROPOSITION 1,0878,428,354,782,1666,46.94%,514,139,653
PROPOSITION 1,0879,407,294,701,2667,26.28%,467,120,587
PROPOSITION 1,0880,543,447,990,2352,42.09%,631,128,759
PROPOSITION 1,0881,596,540,1136,4479,25.36%,687,193,880
PROPOSITION 1,0882,426,291,717,2422,29.60%,433,125,558
PROPOSITION 1,0883,643,702,1345,5408,24.87%,818,164,982
PROPOSITION 1,0884,57,25,82,377,21.75%,39,8,47
PROPOSITION 1,0885,562,368,930,2619,35.51%,567,158,725
PROPOSITION 1,0886,128,108,236,675,34.96%,171,38,209
PROPOSITION 1,0887,51,67,118,418,28.23%,82,17,99
PROPOSITION 1,0888,0,3,3,0,0.00%,1,2,3
PROPOSITION 1,0889,14,0,14,57,24.56%,6,6,12
PROPOSITION 1,0890,164,103,267,1095,24.38%,170,51,221
PROPOSITION 1,0891,319,243,562,1331,42.22%,400,67,467
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0892,115,86,201,808,24.88%,137,40,177
PROPOSITION 1,0893,0,2,2,6,33.33%,1,0,1
PROPOSITION 1,0894,0,3,3,0,0.00%,2,0,2
PROPOSITION 1,0895,156,286,442,793,55.74%,314,65,379
PROPOSITION 1,0896,370,297,667,1459,45.72%,465,108,573
PROPOSITION 1,0897,253,297,550,1701,32.33%,356,102,458
PROPOSITION 1,0898,0,0,0,3,0.00%,0,0,0
PROPOSITION 1,0899,2,0,2,8,25.00%,1,0,1
PROPOSITION 1,0900,0,2,2,10,20.00%,1,1,2
PROPOSITION 1,0901,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0902,396,486,882,2139,41.23%,619,163,782
PROPOSITION 1,0903,3,7,10,50,20.00%,7,3,10
PROPOSITION 1,0904,1,0,1,7,14.29%,1,0,1
PROPOSITION 1,0905,123,100,223,904,24.67%,140,40,180
PROPOSITION 1,0906,8,6,14,25,56.00%,11,2,13
PROPOSITION 1,0907,12,19,31,181,17.13%,20,9,29
PROPOSITION 1,0908,0,1,1,0,0.00%,1,0,1
PROPOSITION 1,0909,2,1,3,18,16.67%,1,0,1
PROPOSITION 1,0910,25,24,49,217,22.58%,25,8,33
PROPOSITION 1,0911,118,60,178,551,32.30%,106,21,127
PROPOSITION 1,0912,316,201,517,1273,40.61%,317,98,415
PROPOSITION 1,0913,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0914,169,179,348,701,49.64%,241,49,290
PROPOSITION 1,0915,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0916,417,240,657,1491,44.06%,418,102,520
PROPOSITION 1,0917,177,62,239,483,49.48%,156,40,196
PROPOSITION 1,0918,304,168,472,883,53.45%,328,73,401
PROPOSITION 1,0919,0,0,0,3,0.00%,0,0,0
PROPOSITION 1,0920,22,12,34,71,47.89%,19,10,29
PROPOSITION 1,0921,32,15,47,119,39.50%,26,11,37
PROPOSITION 1,0922,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0923,470,137,607,1511,40.17%,401,94,495
PROPOSITION 1,0924,0,0,0,0,0.00%,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0925,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0926,171,128,299,796,37.56%,215,33,248
PROPOSITION 1,0927,44,30,74,270,27.41%,47,18,65
PROPOSITION 1,0928,3,0,3,8,37.50%,2,1,3
PROPOSITION 1,0929,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0930,109,54,163,584,27.91%,83,23,106
PROPOSITION 1,0931,30,40,70,130,53.85%,54,13,67
PROPOSITION 1,0932,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0933,115,85,200,627,31.90%,120,36,156
PROPOSITION 1,0934,2,0,2,63,3.17%,2,0,2
PROPOSITION 1,0935,3,2,5,54,9.26%,1,3,4
PROPOSITION 1,0936,8,2,10,81,12.35%,7,2,9
PROPOSITION 1,0937,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0938,30,14,44,231,19.05%,31,4,35
PROPOSITION 1,0939,0,0,0,2,0.00%,0,0,0
PROPOSITION 1,0940,0,0,0,10,0.00%,0,0,0
PROPOSITION 1,0941,9,10,19,25,76.00%,9,6,15
PROPOSITION 1,0942,53,27,80,156,51.28%,57,13,70
PROPOSITION 1,0943,166,80,246,547,44.97%,164,30,194
PROPOSITION 1,0944,20,4,24,45,53.33%,18,1,19
PROPOSITION 1,0945,1,2,3,17,17.65%,2,1,3
PROPOSITION 1,0946,0,1,1,13,7.69%,1,0,1
PROPOSITION 1,0947,177,246,423,799,52.94%,273,93,366
PROPOSITION 1,0948,0,14,14,1,1400.00%,10,0,10
PROPOSITION 1,0949,34,27,61,193,31.61%,37,14,51
PROPOSITION 1,0950,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,0951,33,30,63,277,22.74%,31,13,44
PROPOSITION 1,0952,18,15,33,71,46.48%,27,4,31
PROPOSITION 1,0953,18,9,27,275,9.82%,20,3,23
PROPOSITION 1,0954,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,0955,3,2,5,19,26.32%,4,0,4
PROPOSITION 1,0956,2,4,6,11,54.55%,6,0,6
PROPOSITION 1,0957,97,95,192,562,34.16%,116,20,136
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0958,81,129,210,1081,19.43%,124,25,149
PROPOSITION 1,0959,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0960,196,157,353,976,36.17%,224,61,285
PROPOSITION 1,0961,15,0,16,56,28.57%,9,2,11
PROPOSITION 1,0962,10,17,27,88,30.68%,21,2,23
PROPOSITION 1,0963,54,41,105,426,24.65%,56,13,69
PROPOSITION 1,0964,568,437,1005,2372,42.37%,587,191,778
PROPOSITION 1,0965,31,21,52,343,15.16%,31,5,36
PROPOSITION 1,0966,129,83,212,1148,18.47%,121,36,157
PROPOSITION 1,0967,15,48,63,165,38.18%,39,9,48
PROPOSITION 1,0968,119,30,149,692,21.53%,78,36,114
PROPOSITION 1,0969,156,73,229,604,37.91%,146,44,190
PROPOSITION 1,0970,83,36,119,731,16.28%,69,12,81
PROPOSITION 1,0971,11,8,19,147,12.93%,14,3,17
PROPOSITION 1,0972,e,8,14,31,45.16%,10,2,12
PROPOSITION 1,0973,24,19,43,111,38.74%,27,7,34
PROPOSITION 1,0974,57,36,93,299,31.10%,61,14,75
PROPOSITION 1,0975,55,30,85,193,44.04%,61,12,73
PROPOSITION 1,0976,58,62,130,683,19.03%,62,30,92
PROPOSITION 1,0977,50,43,93,572,16.26%,49,16,65
PROPOSITION 1,0978,77,79,156,546,28.57%,82,17,99
PROPOSITION 1,0979,2,6,8,27,29.63%,3,2,5
PROPOSITION 1,0980,280,321,601,1389,43.27%,393,91,484
PROPOSITION 1,0981,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0982,312,312,624,1567,39.82%,385,101,486
PROPOSITION 1,0983,12,21,33,161,20.50%,14,10,24
PROPOSITION 1,0984,18,9,27,192,14.06%,15,3,18
PROPOSITION 1,0985,117,63,180,351,51.28%,132,24,156
PROPOSITION 1,0986,43,30,73,463,15.77%,45,11,56
PROPOSITION 1,0987,231,90,321,1155,27.79%,159,46,205
PROPOSITION 1,0988,24,12,36,123,29.27%,18,10,28
PROPOSITION 1,0989,e,6,12,43,27.91%,9,3,12
PROPOSITION 1,0990,16,1,17,140,12.14%,5,3,8
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0991,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,0992,157,107,264,1048,25.19%,167,42,209
PROPOSITION 1,0993,169,101,270,568,47.54%,182,49,231
PROPOSITION 1,0994,6,5,11,25,44.00%,9,1,10
PROPOSITION 1,0995,296,156,452,1393,32.45%,312,56,368
PROPOSITION 1,0996,136,140,276,694,39.77%,180,39,219
PROPOSITION 1,0997,101,163,264,1656,15.94%,159,32,191
PROPOSITION 1,0998,5,1,6,57,10.53%,4,1,5
PROPOSITION 1,0999,17,10,27,68,39.71%,20,5,25
PROPOSITION 1,1000,42,6,48,405,11.85%,29,2,31
PROPOSITION 1,1001,228,136,364,1565,23.26%,223,51,274
PROPOSITION 1,1002,170,139,309,1744,17.72%,183,38,221
PROPOSITION 1,1003,1,0,1,0,0.00%,1,0,1
PROPOSITION 1,1004,111,139,250,654,38.23%,173,47,220
PROPOSITION 1,1005,0,8,8,0,0.00%,5,1,6
PROPOSITION 1,1006,1,0,1,5,20.00%,1,0,1
PROPOSITION 1,1007,208,188,396,1547,25.60%,229,67,296
PROPOSITION 1,1008,32,12,44,151,29.14%,28,6,34
PROPOSITION 1,1009,0,0,0,9,0.00%,0,0,0
PROPOSITION 1,1010,59,35,94,459,20.48%,61,16,77
PROPOSITION 1,1011,8,1,9,26,34.62%,6,2,8
PROPOSITION 1,1012,134,201,335,1365,24.54%,175,52,227
PROPOSITION 1,1013,0,6,6,58,10.34%,6,0,6
PROPOSITION 1,1014,4,6,10,31,32.26%,3,2,5
PROPOSITION 1,1015,5,4,9,25,36.00%,6,1,7
PROPOSITION 1,1016,252,212,464,1691,27.44%,289,73,362
PROPOSITION 1,1017,61,44,105,330,31.82%,68,13,81
PROPOSITION 1,1018,93,64,157,494,31.78%,104,22,126
PROPOSITION 1,1019,130,107,237,1456,16.28%,143,31,174
PROPOSITION 1,1020,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,1021,0,0,0,2,0.00%,0,0,0
PROPOSITION 1,1022,97,79,176,441,39.91%,114,19,133
PROPOSITION 1,1023,430,315,745,2026,36.77%,487,126,613
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,1024,55,61,116,249,46.59%,67,34,101
PROPOSITION 1,1025,0,1,1,14,7.14%,0,0,0
PROPOSITION 1,1026,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1027,1,0,1,8,12.50%,1,0,1
PROPOSITION 1,1028,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1029,538,719,1257,2927,42.94%,908,167,1075
PROPOSITION 1,1030,231,151,382,785,48.66%,255,61,316
PROPOSITION 1,1031,59,71,130,792,16.41%,77,12,89
PROPOSITION 1,1032,31,25,56,244,22.95%,34,10,44
PROPOSITION 1,1033,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1034,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1035,2,4,6,138,4.35%,3,1,4
PROPOSITION 1,1036,55,24,89,449,19.82%,52,10,62
PROPOSITION 1,1037,19,11,30,76,39.47%,23,4,27
PROPOSITION 1,1038,52,6,68,327,20.80%,42,4,46
PROPOSITION 1,1039,2,0,2,25,8.00%,1,0,1
PROPOSITION 1,1040,91,66,157,771,20.36%,121,20,141
PROPOSITION 1,1041,0,2,2,0,0.00%,2,0,2
PROPOSITION 1,1042,105,67,172,521,33.01%,101,21,122
PROPOSITION 1,1043,6,e,12,33,36.36%,6,1,7
PROPOSITION 1,1044,15,6,22,55,40.00%,16,3,19
PROPOSITION 1,1045,197,173,370,1788,20.69%,206,44,250
PROPOSITION 1,1046,11,5,16,62,25.81%,12,0,12
PROPOSITION 1,1047,255,186,441,1568,28.13%,261,69,330
PROPOSITION 1,1048,1,0,1,17,5.88%,1,0,1
PROPOSITION 1,1049,14,45,59,290,20.34%,32,11,43
PROPOSITION 1,1050,60,63,123,537,22.91%,69,23,92
PROPOSITION 1,1051,0,31,31,0,0.00%,18,11,29
PROPOSITION 1,1052,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1053,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1054,0,0,0,1,0.00%,0,0,0
PROPOSITION 1,1055,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1056,4,2,6,8,75.00%,3,1,4
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,1057,7,9,16,118,13.56%,10,4,14
PROPOSITION 1,1058,241,285,526,1243,42.32%,313,83,396
PROPOSITION 1,1059,3,3,6,28,21.43%,2,2,4
PROPOSITION 1,1060,5,2,7,42,16.67%,4,1,5
PROPOSITION 1,1061,332,184,516,1716,30.07%,344,91,435
PROPOSITION 1,1062,17,6,23,201,11.44%,13,2,15
PROPOSITION 1,1063,66,59,125,857,14.59%,66,14,80
PROPOSITION 1,1064,25,11,36,119,30.25%,17,8,25
PROPOSITION 1,1065,1,0,1,28,3.57%,0,0,0
PROPOSITION 1,1066,72,0,72,229,31.44%,34,10,44
PROPOSITION 1,1067,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,1068,22,8,30,121,24.79%,18,1,19
PROPOSITION 1,1069,434,256,690,2580,26.74%,473,92,565
PROPOSITION 1,Totals:,379077,308736,687813,2044361,439700,111437,551137
