Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",1001,496,294,790,1566,50.45%,373,134,507
"City of Houston, Proposition D",1002,464,314,778,1738,44.76%,421,108,529
"City of Houston, Proposition D",1003,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",1004,224,153,377,656,57.47%,163,150,313
"City of Houston, Proposition D",1006,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1010,124,74,198,317,62.46%,95,62,157
"City of Houston, Proposition D",1011,12,3,15,29,51.72%,4,8,12
"City of Houston, Proposition D",1019,426,4,430,1518,28.33%,213,46,259
"City of Houston, Proposition D",1020,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",1,021,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1024,113,77,190,259,73.36%,91,76,167
"City of Houston, Proposition D",1026,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1027,0,1,1,1,100.00%,1,0,1
"City of Houston, Proposition D",1030,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1033,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1034,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",1037,27,16,43,73,58.90%,17,18,35
"City of Houston, Proposition D",1038,94,10,104,156,66.67%,37,17,54
"City of Houston, Proposition D",1039,3,5,8,20,40.00%,6,1,7
"City of Houston, Proposition D",1040,43,45,88,159,55.35%,42,26,68
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",1041,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1046,19,18,37,54,68.52%,16,7,23
"City of Houston, Proposition D",1047,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition D",1048,3,1,4,18,22.22%,1,1,2
"City of Houston, Proposition D",1049,57,71,128,266,48.12%,67,29,96
"City of Houston, Proposition D",1050,148,153,301,506,59.49%,138,78,216
"City of Houston, Proposition D",1,051,0,1,2,1,2,0,0.00%,7,4,1,1
"City of Houston, Proposition D",1052,0,2,2,0,0.00%,2,0,2
"City of Houston, Proposition D",1054,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",1055,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1056,4,0,4,6,66.67%,2,1,3
"City of Houston, Proposition D",1057,34,7,41,115,35.65%,19,7,26
"City of Houston, Proposition D",1058,540,246,786,1190,66.05%,365,213,578
"City of Houston, Proposition D",1059,7,3,10,23,43.48%,5,4,9
"City of Houston, Proposition D",1060,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",1064,45,1,46,120,38.33%,21,17,38
"City of Houston, Proposition D",Totals:,359002,206739,565741,942081,267010,160263,427273
