Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",1001,496,294,790,1566,50.45%,353,155,508
"City of Houston, Proposition E",1002,464,314,778,1738,44.76%,422,110,532
"City of Houston, Proposition E",1003,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",1004,224,153,377,656,57.47%,118,188,306
"City of Houston, Proposition E",1006,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1010,124,74,198,317,62.46%,93,67,160
"City of Houston, Proposition E",1011,12,3,15,29,51.72%,4,7,11
"City of Houston, Proposition E",1019,426,4,430,1518,28.33%,227,38,265
"City of Houston, Proposition E",1020,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",1,021,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1024,113,77,190,259,73.36%,76,93,169
"City of Houston, Proposition E",1026,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1027,0,1,1,1,100.00%,1,0,1
"City of Houston, Proposition E",1030,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1033,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1034,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",1037,27,16,43,73,58.90%,11,25,36
"City of Houston, Proposition E",1038,94,10,104,156,66.67%,43,14,57
"City of Houston, Proposition E",1039,3,5,8,20,40.00%,5,2,7
"City of Houston, Proposition E",1040,43,45,88,159,55.35%,34,34,68
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",1041,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1046,19,18,37,54,68.52%,17,7,24
"City of Houston, Proposition E",1047,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition E",1048,3,1,4,18,22.22%,1,1,2
"City of Houston, Proposition E",1049,57,71,128,266,48.12%,66,33,99
"City of Houston, Proposition E",1050,148,153,301,506,59.49%,140,80,220
"City of Houston, Proposition E",1,051,0,1,2,1,2,0,0.00%,5,6,1,1
"City of Houston, Proposition E",1052,0,2,2,0,0.00%,2,0,2
"City of Houston, Proposition E",1054,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",1055,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1056,4,0,4,6,66.67%,3,0,3
"City of Houston, Proposition E",1057,34,7,41,115,35.65%,18,7,25
"City of Houston, Proposition E",1058,540,246,786,1190,66.05%,364,222,586
"City of Houston, Proposition E",1059,7,3,10,23,43.48%,7,2,9
"City of Houston, Proposition E",1060,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",1064,45,1,46,120,38.33%,13,23,36
"City of Houston, Proposition E",Totals:,359002,206739,565741,942081,,237060,189708,426768
