Page,Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Katherine McDaniel,DEM Hazel B. Jones,Totals
913,"District Judge, 174th Judicial District",0655,1959,761,2720,4495,60.51%,1421,1148,2569
913,"District Judge, 174th Judicial District",0656,1106,401,1507,2737,55.06%,72,1391,1463
913,"District Judge, 174th Judicial District",0657,683,276,959,1487,64.49%,313,602,915
913,"District Judge, 174th Judicial District",0658,1299,494,1793,2901,61.81%,1075,649,1724
913,"District Judge, 174th Judicial District",0659,2806,733,3539,5161,68.57%,2375,1013,3388
913,"District Judge, 174th Judicial District",0660,1575,345,1920,3087,62.20%,183,1675,1858
913,"District Judge, 174th Judicial District",0661,1945,774,2720,4363,62.34%,1308,1273,2581
913,"District Judge, 174th Judicial District",0662,2267,571,2838,4002,70.91%,2251,484,2735
913,"District Judge, 174th Judicial District",0663,1338,448,1786,2340,76.32%,896,751,1647
913,"District Judge, 174th Judicial District",0664,909,513,1422,2992,47.53%,271,1071,1342
913,"District Judge, 174th Judicial District",0665,1327,360,1687,2354,71.67%,1316,303,1619
913,"District Judge, 174th Judicial District",0666,0,0,0,0,0.00%,0,0,0
913,"District Judge, 174th Judicial District",0667,1109,400,1509,2175,69.38%,1105,334,1439
913,"District Judge, 174th Judicial District",0668,1552,719,2271,3669,61.90%,1320,864,2184
913,"District Judge, 174th Judicial District",0669,1889,702,2591,3585,72.27%,1704,771,2475
913,"District Judge, 174th Judicial District",0670,1996,416,2412,3335,72.32%,1846,459,2305
913,"District Judge, 174th Judicial District",0671,1398,588,1986,3198,62.10%,1056,842,1898
913,"District Judge, 174th Judicial District",0672,1724,489,2213,3433,64.46%,1499,644,2143
913,"District Judge, 174th Judicial District",0673,1525,467,2092,3051,68.57%,1639,375,2014
913,"District Judge, 174th Judicial District",0674,2354,610,2964,4228,70.10%,2098,752,2850
913,"District Judge, 174th Judicial District",0675,0,0,0,0,0.00%,0,0,0
913,"District Judge, 174th Judicial District",0676,1087,465,1552,2976,52.15%,573,901,1474
913,"District Judge, 174th Judicial District",0677,423,259,682,1300,52.46%,165,463,628
913,"District Judge, 174th Judicial District",0678,1164,294,1458,2660,54.81%,140,1265,1405
913,"District Judge, 174th Judicial District",0679,1718,529,2247,3542,63.44%,1528,605,2133
913,"District Judge, 174th Judicial District",0680,98,17,115,179,64.25%,50,61,111
914,"District Judge, 174th Judicial District",06816,0,6,4,150.00%,4,2,6
914,"District Judge, 174th Judicial District",0682,2112,690,2802,4313,64.97%,1977,717,2694
914,"District Judge, 174th Judicial District",0683,82,5,87,302,28.81%,20,62,82
914,"District Judge, 174th Judicial District",0684,1580,640,2320,3559,65.19%,1389,824,2213
914,"District Judge, 174th Judicial District",0685,139,28,167,285,58.60%,74,75,149
914,"District Judge, 174th Judicial District",0686,53,5,58,221,26.24%,15,41,56
914,"District Judge, 174th Judicial District",0687,1510,400,1910,2713,70.40%,1226,577,1803
914,"District Judge, 174th Judicial District",0688,2333,594,2927,3922,74.63%,2262,563,2825
914,"District Judge, 174th Judicial District",0689,725,604,1330,2449,54.31%,544,691,1235
914,"District Judge, 174th Judicial District",0690,1957,553,2520,3614,69.73%,1892,513,2405
914,"District Judge, 174th Judicial District",0691,2131,551,2682,3690,72.68%,2017,572,2589
914,"District Judge, 174th Judicial District",0692,1278,678,1956,3118,62.73%,1334,523,1857
914,"District Judge, 174th Judicial District",0693,309,110,419,681,61.53%,106,289,395
914,"District Judge, 174th Judicial District",0694,1005,319,1324,2478,53.43%,511,764,1275
914,"District Judge, 174th Judicial District",0695,628,315,943,1842,51.19%,542,345,887
914,"District Judge, 174th Judicial District",0696,723,312,1035,2027,51.06%,606,396,1002
914,"District Judge, 174th Judicial District",0697,1299,552,1851,3238,57.16%,434,1340,1774
914,"District Judge, 174th Judicial District",0698,1275,520,1795,3339,53.76%,205,1523,1728
914,"District Judge, 174th Judicial District",0699,1276,398,1674,2387,70.13%,1019,538,1557
914,"District Judge, 174th Judicial District",0700,726,247,973,1536,63.35%,791,148,939
914,"District Judge, 174th Judicial District",0701,208,73,281,614,45.77%,115,141,256
914,"District Judge, 174th Judicial District",0702,183,69,252,550,45.82%,33,208,241
914,"District Judge, 174th Judicial District",0703,899,528,1427,1943,73.44%,989,371,1360
914,"District Judge, 174th Judicial District",0704,1698,512,2210,3121,70.81%,1771,358,2129
914,"District Judge, 174th Judicial District",0705,331,206,537,1513,35.49%,55,467,522
914,"District Judge, 174th Judicial District",0706,1248,372,1620,2821,57.43%,571,940,1511
914,"District Judge, 174th Judicial District",0707,377,69,446,757,58.92%,263,158,421
914,"District Judge, 174th Judicial District",0708,162,98,260,592,43.92%,85,164,249
914,"District Judge, 174th Judicial District",0709,2257,528,2785,4136,67.34%,1448,1225,2673
914,"District Judge, 174th Judicial District",0710,1132,450,1582,2096,75.48%,848,616,1464
914,"District Judge, 174th Judicial District",0711,1978,599,2577,3820,67.46%,1300,1158,2458
914,"District Judge, 174th Judicial District",0712,1720,627,2347,4002,58.65%,819,1453,2272
914,"District Judge, 174th Judicial District",0713,770,365,1135,2006,56.58%,515,566,1081
914,"District Judge, 174th Judicial District",0714,102,28,130,306,42.48%,59,64,123
915,"District Judge, 174th Judicial District",0715,553,239,792,1549,51.13%,366,385,751
915,"District Judge, 174th Judicial District",0716,1215,419,1635,2720,60.11%,1109,458,1567
915,"District Judge, 174th Judicial District",0717,974,232,1206,2082,57.93%,163,995,1158
915,"District Judge, 174th Judicial District",0718,2243,872,3115,4412,70.60%,1940,987,2927
915,"District Judge, 174th Judicial District",0719,624,223,847,1644,51.52%,401,397,798
915,"District Judge, 174th Judicial District",0720,2498,709,3207,4709,68.10%,2104,957,3061
915,"District Judge, 174th Judicial District",0721,1455,603,2059,2926,70.71%,1277,663,1940
915,"District Judge, 174th Judicial District",0722,1929,609,2538,4638,54.72%,166,2287,2453
915,"District Judge, 174th Judicial District",0723,897,261,1158,1959,59.11%,218,894,1112
915,"District Judge, 174th Judicial District",0724,395,146,541,800,67.63%,349,167,516
915,"District Judge, 174th Judicial District",0725,976,294,1270,2336,54.37%,490,707,1197
915,"District Judge, 174th Judicial District",0726,1271,321,1592,2207,72.13%,1344,192,1536
915,"District Judge, 174th Judicial District",0727,981,415,1396,2708,51.55%,361,987,1348
915,"District Judge, 174th Judicial District",0728,399,198,597,942,63.38%,340,224,564
915,"District Judge, 174th Judicial District",0729,235,49,284,471,60.30%,157,116,273
915,"District Judge, 174th Judicial District",0730,1360,406,1766,2435,72.53%,1084,578,1662
915,"District Judge, 174th Judicial District",0731,2087,624,2711,4834,56.08%,1090,1509,2599
915,"District Judge, 174th Judicial District",0732,791,449,1240,1943,63.82%,694,473,1167
915,"District Judge, 174th Judicial District",0733,55,25,80,303,26.40%,25,52,77
915,"District Judge, 174th Judicial District",0734,2307,556,2863,4294,66.67%,1826,924,2750
915,"District Judge, 174th Judicial District",0735,157,61,218,251,86.85%,116,93,209
915,"District Judge, 174th Judicial District",0736,14,3,17,42,40.48%,0,14,14
915,"District Judge, 174th Judicial District",0737,21,6,27,56,48.21%,20,7,27
915,"District Judge, 174th Judicial District",0738,435,214,649,1497,43.35%,103,529,632
915,"District Judge, 174th Judicial District",0739,978,440,1418,2971,47.73%,609,745,1354
915,"District Judge, 174th Judicial District",0740,280,169,449,1005,44.68%,219,203,422
915,"District Judge, 174th Judicial District",0741,923,262,1185,1895,62.53%,285,838,1123
915,"District Judge, 174th Judicial District",0742,1532,498,2030,2859,71.00%,1236,701,1937
915,"District Judge, 174th Judicial District",0743,54,60,114,234,48.72%,36,69,105
915,"District Judge, 174th Judicial District",0744,1009,444,1453,2103,69.09%,828,544,1372
915,"District Judge, 174th Judicial District",0745,1213,446,1659,2543,65.24%,977,598,1575
915,"District Judge, 174th Judicial District",0746,244,121,365,732,49.86%,163,172,335
915,"District Judge, 174th Judicial District",0747,1746,693,2439,4096,59.55%,1033,1296,2329
915,"District Judge, 174th Judicial District",0748,563,245,808,1556,51.93%,372,402,774
916,"District Judge, 174th Judicial District",0749,115,1,116,432,26.85%,15,95,110
916,"District Judge, 174th Judicial District",0750,294,122,416,809,51.42%,217,173,390
916,"District Judge, 174th Judicial District",0751,2931,1013,3944,5893,66.93%,2357,1414,3771
916,"District Judge, 174th Judicial District",0752,659,227,886,1484,59.70%,572,269,841
916,"District Judge, 174th Judicial District",0753,258,53,311,512,60.74%,121,176,297
916,"District Judge, 174th Judicial District",0754,386,262,648,1590,40.75%,32,598,630
916,"District Judge, 174th Judicial District",0755,1782,955,2737,5015,54.58%,929,1667,2596
916,"District Judge, 174th Judicial District",0756,687,309,996,1723,57.81%,312,638,950
916,"District Judge, 174th Judicial District",0757,1867,601,2468,4792,51.50%,384,1994,2378
916,"District Judge, 174th Judicial District",0758,2104,595,2699,3803,70.97%,2010,562,2572
916,"District Judge, 174th Judicial District",0759,1389,375,1764,2779,63.48%,1002,678,1680
916,"District Judge, 174th Judicial District",0760,1219,268,1487,2162,68.78%,1181,241,1422
916,"District Judge, 174th Judicial District",0761,1088,167,1255,1598,78.54%,854,325,1179
916,"District Judge, 174th Judicial District",0762,924,303,1227,1828,67.12%,552,615,1167
916,"District Judge, 174th Judicial District",0763,370,264,634,1249,50.76%,191,407,598
916,"District Judge, 174th Judicial District",0764,2472,677,3149,4827,65.24%,1837,1159,2996
916,"District Judge, 174th Judicial District",0765,2051,874,2925,5742,50.94%,751,2060,2811
916,"District Judge, 174th Judicial District",0766,126,59,185,428,43.22%,31,133,164
916,"District Judge, 174th Judicial District",0767,31,15,46,92,50.00%,20,23,43
916,"District Judge, 174th Judicial District",0768,1479,387,1866,2643,70.60%,1429,360,1789
916,"District Judge, 174th Judicial District",0769,85,14,99,184,53.80%,7,90,97
916,"District Judge, 174th Judicial District",0770,103,42,145,388,37.37%,47,91,138
916,"District Judge, 174th Judicial District",0771,572,210,782,1588,49.24%,331,410,741
916,"District Judge, 174th Judicial District",0772,2805,477,3282,4606,71.25%,2368,764,3132
916,"District Judge, 174th Judicial District",0773,1693,638,2331,4414,52.81%,556,1616,2172
916,"District Judge, 174th Judicial District",0774,150,66,216,426,50.70%,53,156,209
916,"District Judge, 174th Judicial District",0775,50,1,51,102,50.00%,1,49,50
916,"District Judge, 174th Judicial District",0776,1432,538,1970,3276,60.13%,1097,784,1881
916,"District Judge, 174th Judicial District",0777,201,105,306,767,39.90%,80,215,295
916,"District Judge, 174th Judicial District",0778,0,3,3,0,0.00%,0,3,3
916,"District Judge, 174th Judicial District",0779,263,160,423,1019,41.51%,102,282,384
916,"District Judge, 174th Judicial District",0780,170,130,300,666,45.05%,95,180,275
916,"District Judge, 174th Judicial District",0781,1235,612,1847,3782,48.84%,564,1132,1696
916,"District Judge, 174th Judicial District",0782,1048,368,1416,2355,60.13%,826,508,1334
917,"District Judge, 174th Judicial District",0783,197,90,287,520,55.19%,20,259,279
917,"District Judge, 174th Judicial District",0784,408,119,527,1062,49.62%,16,492,508
917,"District Judge, 174th Judicial District",0785,1229,357,1586,1896,83.65%,813,699,1512
917,"District Judge, 174th Judicial District",0786,396,177,573,1258,45.55%,173,366,539
917,"District Judge, 174th Judicial District",0787,180,83,263,542,48.52%,78,168,246
917,"District Judge, 174th Judicial District",0788,2,0,2,13,15.38%,2,0,2
917,"District Judge, 174th Judicial District",0789,1377,420,1797,2998,59.94%,1022,700,1722
917,"District Judge, 174th Judicial District",0790,1143,329,1472,2523,58.34%,487,923,1410
917,"District Judge, 174th Judicial District",0791,9,3,12,29,41.38%,2,10,12
917,"District Judge, 174th Judicial District",0792,648,415,1063,1954,54.40%,249,760,1009
917,"District Judge, 174th Judicial District",0793,984,416,1400,2620,53.44%,694,626,1320
917,"District Judge, 174th Judicial District",0794,626,411,1037,3208,32.33%,102,903,1005
917,"District Judge, 174th Judicial District",0795,396,2,398,1281,31.07%,110,254,364
917,"District Judge, 174th Judicial District",0796,1371,465,1836,3041,60.37%,752,1020,1772
917,"District Judge, 174th Judicial District",0797,0,0,0,0,0.00%,0,0,0
917,"District Judge, 174th Judicial District",0798,222,142,364,521,69.87%,133,210,343
917,"District Judge, 174th Judicial District",0799,58,26,84,171,49.12%,13,70,83
917,"District Judge, 174th Judicial District",0800,1934,730,2664,4216,63.19%,1594,952,2546
917,"District Judge, 174th Judicial District",0801,90,44,134,261,51.34%,45,84,129
917,"District Judge, 174th Judicial District",0802,54,21,75,224,33.48%,18,54,72
917,"District Judge, 174th Judicial District",0803,2665,547,3212,4514,71.16%,2174,899,3073
917,"District Judge, 174th Judicial District",0804,2703,682,3385,5303,63.83%,1758,1499,3257
917,"District Judge, 174th Judicial District",0805,1597,454,2051,2874,71.36%,1562,397,1959
917,"District Judge, 174th Judicial District",0806,1001,324,1325,1889,70.14%,798,477,1275
917,"District Judge, 174th Judicial District",0807,792,349,1141,2163,52.75%,183,918,1101
917,"District Judge, 174th Judicial District",0808,142,57,199,232,85.78%,73,113,186
917,"District Judge, 174th Judicial District",0809,19,7,26,98,26.53%,13,12,25
917,"District Judge, 174th Judicial District",0810,47,31,78,197,39.59%,14,56,70
917,"District Judge, 174th Judicial District",0811,82,68,150,277,54.15%,32,113,145
917,"District Judge, 174th Judicial District",0812,0,0,0,0,0.00%,0,0,0
917,"District Judge, 174th Judicial District",0813,1742,434,2176,3488,62.39%,945,1143,2088
917,"District Judge, 174th Judicial District",0814,1968,827,2795,5483,50.98%,550,2147,2697
917,"District Judge, 174th Judicial District",0815,0,0,0,0,0.00%,0,0,0
917,"District Judge, 174th Judicial District",0816,23,10,33,64,51.56%,5,25,30
918,"District Judge, 174th Judicial District",0817,2787,550,3337,4700,71.00%,2317,908,3225
918,"District Judge, 174th Judicial District",0818,208,104,312,737,42.33%,64,235,299
918,"District Judge, 174th Judicial District",0819,108,31,139,228,60.96%,66,58,124
918,"District Judge, 174th Judicial District",0820,0,0,0,0,0.00%,0,0,0
918,"District Judge, 174th Judicial District",0821,362,188,550,1295,42.47%,69,451,520
918,"District Judge, 174th Judicial District",0822,571,185,756,1574,48.03%,27,697,724
918,"District Judge, 174th Judicial District",0823,1339,410,1749,3017,57.97%,908,761,1669
918,"District Judge, 174th Judicial District",0824,1057,410,1467,2762,53.11%,317,1097,1414
918,"District Judge, 174th Judicial District",0825,9,7,16,21,76.19%,3,12,15
918,"District Judge, 174th Judicial District",0826,177,70,247,355,69.58%,127,100,227
918,"District Judge, 174th Judicial District",0827,218,234,452,1042,43.38%,144,292,436
918,"District Judge, 174th Judicial District",0828,1174,281,1455,1965,74.05%,1092,297,1389
918,"District Judge, 174th Judicial District",0829,101,19,120,235,51.06%,32,81,113
918,"District Judge, 174th Judicial District",0830,2,2,4,2,200.00%,4,0,4
918,"District Judge, 174th Judicial District",0831,8,5,13,36,36.11%,6,6,12
918,"District Judge, 174th Judicial District",0832,124,50,174,364,47.80%,44,121,165
918,"District Judge, 174th Judicial District",0833,3,2,5,20,25.00%,1,4,5
918,"District Judge, 174th Judicial District",0834,142,61,203,388,52.32%,20,180,200
918,"District Judge, 174th Judicial District",0835,87,71,158,311,50.80%,40,107,147
918,"District Judge, 174th Judicial District",0836,128,0,128,248,51.61%,10,106,116
918,"District Judge, 174th Judicial District",0837,0,0,0,0,0.00%,0,0,0
918,"District Judge, 174th Judicial District",0838,0,0,0,0,0.00%,0,0,0
918,"District Judge, 174th Judicial District",0839,419,174,593,1190,49.83%,121,447,568
918,"District Judge, 174th Judicial District",0840,829,228,1057,1780,59.38%,344,668,1012
918,"District Judge, 174th Judicial District",0841,1473,475,1948,3431,56.78%,441,1442,1883
918,"District Judge, 174th Judicial District",0842,1338,513,1851,3390,54.60%,698,1053,1751
918,"District Judge, 174th Judicial District",0843,595,298,893,1387,64.38%,159,691,850
918,"District Judge, 174th Judicial District",0844,4,0,4,10,40.00%,0,4,4
918,"District Judge, 174th Judicial District",0845,151,13,164,218,75.23%,98,56,154
918,"District Judge, 174th Judicial District",0846,61,22,83,229,36.24%,1,80,81
918,"District Judge, 174th Judicial District",0847,993,330,1323,2310,57.27%,349,925,1274
918,"District Judge, 174th Judicial District",0848,1011,201,1212,1875,64.64%,369,785,1154
918,"District Judge, 174th Judicial District",0849,731,455,1186,2272,52.20%,315,778,1093
918,"District Judge, 174th Judicial District",0850,129,19,148,208,71.15%,58,84,142
919,"District Judge, 174th Judicial District",0851,1885,441,2326,3597,64.66%,1510,707,2217
919,"District Judge, 174th Judicial District",0852,0,0,0,1,0.00%,0,0,0
919,"District Judge, 174th Judicial District",0853,1637,487,2124,2986,71.13%,1552,486,2038
919,"District Judge, 174th Judicial District",0854,40,19,59,175,33.71%,9,48,57
919,"District Judge, 174th Judicial District",0855,7,2,9,21,42.86%,4,4,8
919,"District Judge, 174th Judicial District",0856,0,3,3,0,0.00%,0,1,1
919,"District Judge, 174th Judicial District",0857,0,0,0,1,0.00%,0,0,0
919,"District Judge, 174th Judicial District",0858,121,35,156,334,46.71%,5,141,146
919,"District Judge, 174th Judicial District",0859,391,143,534,945,56.51%,109,399,508
919,"District Judge, 174th Judicial District",0860,1,1,2,0,0.00%,0,2,2
919,"District Judge, 174th Judicial District",0861,777,272,1049,1941,54.04%,169,848,1017
919,"District Judge, 174th Judicial District",0862,1989,508,2497,3739,66.78%,1435,964,2399
919,"District Judge, 174th Judicial District",0863,192,64,256,581,44.06%,11,239,250
919,"District Judge, 174th Judicial District",0864,693,574,1267,2708,46.79%,279,916,1195
919,"District Judge, 174th Judicial District",0865,9,2,11,21,52.38%,0,10,10
919,"District Judge, 174th Judicial District",0866,0,0,0,0,0.00%,0,0,0
919,"District Judge, 174th Judicial District",0867,0,0,0,0,0.00%,0,0,0
919,"District Judge, 174th Judicial District",0868,736,495,1231,2446,50.33%,305,864,1169
919,"District Judge, 174th Judicial District",0869,165,55,220,480,45.83%,28,186,214
919,"District Judge, 174th Judicial District",0870,0,2,2,0,0.00%,1,1,2
919,"District Judge, 174th Judicial District",0871,2,1,3,3,100.00%,1,2,3
919,"District Judge, 174th Judicial District",0872,16,6,22,68,32.35%,12,10,22
919,"District Judge, 174th Judicial District",0873,296,111,407,778,52.31%,92,302,394
919,"District Judge, 174th Judicial District",0874,1681,670,2351,3294,71.37%,1676,576,2252
919,"District Judge, 174th Judicial District",0875,1947,501,2448,3592,68.15%,1129,1227,2356
919,"District Judge, 174th Judicial District",0876,1945,577,2522,3485,72.37%,1721,701,2422
919,"District Judge, 174th Judicial District",0877,1803,528,2331,3651,63.85%,881,1374,2255
919,"District Judge, 174th Judicial District",0878,685,110,795,1039,76.52%,630,129,759
919,"District Judge, 174th Judicial District",0879,1215,413,1628,2843,57.26%,671,891,1562
919,"District Judge, 174th Judicial District",0880,1354,471,1825,2467,73.98%,1347,413,1760
919,"District Judge, 174th Judicial District",0881,2465,927,3392,5638,60.16%,873,2404,3277
919,"District Judge, 174th Judicial District",0882,1952,595,2547,4317,59.00%,738,1691,2429
919,"District Judge, 174th Judicial District",0883,2252,928,3180,5613,56.65%,536,2525,3061
919,"District Judge, 174th Judicial District",0884,149,55,204,396,51.52%,29,170,199
920,"District Judge, 174th Judicial District",0885,1570,323,1893,2811,67.34%,1043,783,1826
920,"District Judge, 174th Judicial District",0886,495,152,647,906,71.41%,337,257,594
920,"District Judge, 174th Judicial District",0887,234,95,329,492,66.87%,166,129,295
920,"District Judge, 174th Judicial District",0888,817,289,1106,1867,59.24%,353,708,1061
920,"District Judge, 174th Judicial District",0889,113,28,141,238,59.24%,37,95,132
920,"District Judge, 174th Judicial District",0890,445,98,543,1214,44.73%,227,272,499
920,"District Judge, 174th Judicial District",0891,753,194,947,1376,68.82%,328,564,892
920,"District Judge, 174th Judicial District",0892,420,123,543,900,60.33%,181,322,503
920,"District Judge, 174th Judicial District",0893,1,4,5,9,55.56%,2,3,5
920,"District Judge, 174th Judicial District",0894,801,305,1106,2087,52.99%,148,918,1066
920,"District Judge, 174th Judicial District",0895,417,252,669,834,80.22%,284,325,609
920,"District Judge, 174th Judicial District",0896,838,254,1092,1467,74.44%,358,665,1023
920,"District Judge, 174th Judicial District",0897,812,365,1177,1766,66.65%,607,512,1119
920,"District Judge, 174th Judicial District",0898,792,301,1093,1821,60.02%,430,622,1052
920,"District Judge, 174th Judicial District",0899,746,165,911,1264,72.07%,559,329,888
920,"District Judge, 174th Judicial District",0900,7,0,7,12,58.33%,1,6,7
920,"District Judge, 174th Judicial District",0901,0,0,0,0,0.00%,0,0,0
920,"District Judge, 174th Judicial District",0902,1310,361,1671,2217,75.37%,825,722,1547
920,"District Judge, 174th Judicial District",0903,1314,354,1668,2558,65.21%,1202,405,1607
920,"District Judge, 174th Judicial District",0904,2,0,2,8,25.00%,1,1,2
920,"District Judge, 174th Judicial District",0905,390,136,526,946,55.60%,194,308,502
920,"District Judge, 174th Judicial District",0906,19,3,22,28,78.57%,14,8,22
920,"District Judge, 174th Judicial District",0907,53,37,90,201,44.78%,8,80,88
920,"District Judge, 174th Judicial District",0908,0,0,0,0,0.00%,0,0,0
920,"District Judge, 174th Judicial District",0909,7,1,8,21,38.10%,3,5,8
920,"District Judge, 174th Judicial District",0910,78,37,115,236,48.73%,39,67,106
920,"District Judge, 174th Judicial District",0911,237,63,300,576,52.08%,185,106,291
920,"District Judge, 174th Judicial District",0912,712,167,879,1341,65.55%,500,327,827
920,"District Judge, 174th Judicial District",0913,102,12,114,241,47.30%,19,91,110
920,"District Judge, 174th Judicial District",0914,42,0,42,124,33.87%,8,31,39
920,"District Judge, 174th Judicial District",0915,0,0,0,0,0.00%,0,0,0
920,"District Judge, 174th Judicial District",0916,1472,308,1780,2205,80.73%,1330,368,1698
920,"District Judge, 174th Judicial District",0917,33,9,42,147,28.57%,4,34,38
920,"District Judge, 174th Judicial District",0918,3,1,4,7,57.14%,1,3,4
921,"District Judge, 174th Judicial District",0919,1,0,1,1,100.00%,0,1,1
921,"District Judge, 174th Judicial District",0920,41,13,54,79,68.35%,31,20,51
921,"District Judge, 174th Judicial District",0921,27,6,33,61,54.10%,6,26,32
921,"District Judge, 174th Judicial District",0922,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0923,2331,350,2681,3536,75.82%,1994,619,2613
921,"District Judge, 174th Judicial District",0924,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0925,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0926,550,149,699,967,72.29%,470,193,663
921,"District Judge, 174th Judicial District",0927,966,173,1139,1771,64.31%,560,505,1065
921,"District Judge, 174th Judicial District",0928,4,1,5,7,71.43%,0,5,5
921,"District Judge, 174th Judicial District",0929,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0930,217,83,300,606,49.50%,16,273,289
921,"District Judge, 174th Judicial District",0931,67,28,115,141,81.56%,51,54,105
921,"District Judge, 174th Judicial District",0932,0,1,1,0,0.00%,0,1,1
921,"District Judge, 174th Judicial District",0933,297,93,390,668,58.38%,121,255,376
921,"District Judge, 174th Judicial District",0934,9,4,13,37,35.14%,7,6,13
921,"District Judge, 174th Judicial District",0935,12,9,21,55,38.18%,9,11,20
921,"District Judge, 174th Judicial District",0936,23,9,32,76,42.11%,7,21,28
921,"District Judge, 174th Judicial District",0937,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0938,72,19,91,255,35.69%,26,65,91
921,"District Judge, 174th Judicial District",0939,1,1,2,4,50.00%,1,1,2
921,"District Judge, 174th Judicial District",0940,9,3,12,28,42.86%,1,11,12
921,"District Judge, 174th Judicial District",0941,264,144,428,870,49.20%,204,197,401
921,"District Judge, 174th Judicial District",0942,102,16,118,152,77.63%,79,37,116
921,"District Judge, 174th Judicial District",0943,192,28,220,774,28.42%,51,154,205
921,"District Judge, 174th Judicial District",0944,1,0,1,1,100.00%,0,1,1
921,"District Judge, 174th Judicial District",0945,6,6,14,21,66.67%,3,10,13
921,"District Judge, 174th Judicial District",0946,4,2,6,14,42.86%,1,5,6
921,"District Judge, 174th Judicial District",0947,426,198,626,820,76.34%,302,278,580
921,"District Judge, 174th Judicial District",0948,0,0,0,1,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0949,64,61,145,210,69.05%,71,66,137
921,"District Judge, 174th Judicial District",0950,0,0,0,0,0.00%,0,0,0
921,"District Judge, 174th Judicial District",0951,114,62,176,304,57.89%,40,125,165
921,"District Judge, 174th Judicial District",0952,32,15,47,65,72.31%,28,16,44
922,"District Judge, 174th Judicial District",0953,4,0,4,8,50.00%,0,4,4
922,"District Judge, 174th Judicial District",0954,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0955,3528,572,4100,5108,80.27%,2841,1068,3909
922,"District Judge, 174th Judicial District",0956,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0957,282,39,321,585,54.87%,41,268,309
922,"District Judge, 174th Judicial District",0958,430,231,661,1202,54.99%,120,513,633
922,"District Judge, 174th Judicial District",0959,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0960,829,235,1064,1471,72.33%,219,806,1025
922,"District Judge, 174th Judicial District",0961,820,318,1138,2369,48.04%,171,917,1088
922,"District Judge, 174th Judicial District",0962,33,12,45,88,51.14%,10,33,43
922,"District Judge, 174th Judicial District",0963,225,91,316,528,59.85%,127,172,299
922,"District Judge, 174th Judicial District",0964,2145,325,2470,3179,77.70%,1400,966,2366
922,"District Judge, 174th Judicial District",0965,101,35,136,345,39.42%,91,39,130
922,"District Judge, 174th Judicial District",0966,368,189,557,1332,41.82%,130,391,521
922,"District Judge, 174th Judicial District",0967,82,24,106,186,56.99%,37,64,101
922,"District Judge, 174th Judicial District",0968,455,127,582,906,64.24%,121,440,561
922,"District Judge, 174th Judicial District",0969,299,71,370,624,59.29%,8,355,363
922,"District Judge, 174th Judicial District",0970,223,102,325,810,40.12%,31,272,303
922,"District Judge, 174th Judicial District",0971,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0972,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0973,504,138,642,999,64.26%,410,198,608
922,"District Judge, 174th Judicial District",0974,0,1,1,0,0.00%,1,0,1
922,"District Judge, 174th Judicial District",0975,104,26,130,190,68.42%,55,65,120
922,"District Judge, 174th Judicial District",0976,190,152,342,712,48.03%,167,150,317
922,"District Judge, 174th Judicial District",0977,160,108,268,617,43.44%,92,166,258
922,"District Judge, 174th Judicial District",0978,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0979,0,0,0,0,0.00%,0,0,0
922,"District Judge, 174th Judicial District",0980,686,333,1019,1412,72.17%,698,265,963
922,"District Judge, 174th Judicial District",0981,12,2,14,31,45.16%,1,12,13
922,"District Judge, 174th Judicial District",0982,1898,501,2399,2916,82.27%,1782,516,2298
922,"District Judge, 174th Judicial District",0983,65,17,82,198,41.41%,44,36,80
922,"District Judge, 174th Judicial District",0984,76,57,133,341,39.00%,12,120,132
922,"District Judge, 174th Judicial District",0985,222,56,278,355,78.31%,124,139,263
922,"District Judge, 174th Judicial District",0986,153,78,231,537,43.02%,22,202,224
923,"District Judge, 174th Judicial District",0987,476,130,606,1183,51.23%,38,543,581
923,"District Judge, 174th Judicial District",0988,62,15,77,117,65.81%,66,8,74
923,"District Judge, 174th Judicial District",0989,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",0990,5,6,11,66,16.67%,3,8,11
923,"District Judge, 174th Judicial District",0991,0,1,1,2,50.00%,0,1,1
923,"District Judge, 174th Judicial District",0992,456,106,562,1075,52.28%,255,270,525
923,"District Judge, 174th Judicial District",0993,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",0994,56,12,68,75,90.67%,22,44,66
